zone,pd,vrs,enc,lv_min,lv_max,rate_m,rate_d,rate_n
dngn-lake,Magikarp,HG/SS,Fishing (Good Rod),20,,90,,
dngn-lake,Gyarados,HG/SS,Fishing (Good Rod),20,,10,,
dngn-lake,Magikarp,HG/SS,Fishing (Super Rod),40,,70,,
dngn-lake,Gyarados,HG/SS,Fishing (Super Rod),40,,30,,
dngn-lake,Exeggcute,HG/SS,Headbutt (Group A),14,16,20,,
dngn-lake,Hoothoot,HG/SS,Headbutt (Group A),14,16,50,,
dngn-lake,Pineco,HG/SS,Headbutt (Group A),14,16,30,,
dngn-lake,Venonat,HG/SS,Headbutt (Group B),17,19,15,,
dngn-lake,Exeggcute,HG/SS,Headbutt (Group B),17,19,20,,
dngn-lake,Hoothoot,HG/SS,Headbutt (Group B),17,19,65,,
dngn-lake,Gyarados,HG/SS,sp,30,,,,
dngn-ice-1f,Zubat,HG,Cave,22,,25,20,25
dngn-ice-1f,Zubat,SS,Cave,22,,5,0,5
dngn-ice-1f,Golbat,HG/SS,Cave,22,,30,30,30
dngn-ice-1f,Jynx,HG/SS,Cave,22,,5,10,5
dngn-ice-1f,Swinub,HG/SS,Cave,21,23,40,40,40
dngn-ice-1f,Delibird,SS,Cave,22,,20,20,20
dngn-ice-1f,Makuhita,HG/SS,Hoenn Sound,22,,20,,
dngn-ice-1f,Absol,HG/SS,Hoenn Sound,21,22,20,,
dngn-ice-1f,Chingling,HG/SS,Sinnoh Sound,22,,20,,
dngn-ice-1f,Bronzor,HG/SS,Sinnoh Sound,21,22,20,,
dngn-ice-b1f,Zubat,HG,Cave,22,,25,20,25
dngn-ice-b1f,Zubat,SS,Cave,22,,5,0,5
dngn-ice-b1f,Golbat,HG/SS,Cave,22,,30,30,30
dngn-ice-b1f,Jynx,HG/SS,Cave,22,,5,10,5
dngn-ice-b1f,Swinub,HG/SS,Cave,21,23,40,40,40
dngn-ice-b1f,Delibird,SS,Cave,22,,20,20,20
dngn-ice-b1f,Makuhita,HG/SS,Hoenn Sound,22,,20,,
dngn-ice-b1f,Absol,HG/SS,Hoenn Sound,21,22,20,,
dngn-ice-b1f,Chingling,HG/SS,Sinnoh Sound,22,,20,,
dngn-ice-b1f,Bronzor,HG/SS,Sinnoh Sound,21,22,20,,
dngn-ice-b2f,Zubat,HG,Cave,23,,25,20,25
dngn-ice-b2f,Zubat,SS,Cave,23,,5,0,5
dngn-ice-b2f,Golbat,HG/SS,Cave,23,,30,30,30
dngn-ice-b2f,Jynx,HG/SS,Cave,23,,5,10,5
dngn-ice-b2f,Swinub,HG/SS,Cave,22,24,40,40,40
dngn-ice-b2f,Delibird,SS,Cave,23,,20,20,20
dngn-ice-b2f,Makuhita,HG/SS,Hoenn Sound,23,,20,,
dngn-ice-b2f,Absol,HG/SS,Hoenn Sound,22,23,20,,
dngn-ice-b2f,Chingling,HG/SS,Sinnoh Sound,23,,20,,
dngn-ice-b2f,Bronzor,HG/SS,Sinnoh Sound,22,23,20,,
dngn-ice-b3f,Zubat,HG,Cave,23,,25,20,25
dngn-ice-b3f,Zubat,SS,Cave,23,,5,0,5
dngn-ice-b3f,Golbat,HG/SS,Cave,23,,30,30,30
dngn-ice-b3f,Jynx,HG/SS,Cave,23,,5,10,5
dngn-ice-b3f,Swinub,HG/SS,Cave,22,24,40,40,40
dngn-ice-b3f,Delibird,SS,Cave,23,,20,20,20
dngn-ice-b3f,Makuhita,HG/SS,Hoenn Sound,23,,20,,
dngn-ice-b3f,Absol,HG/SS,Hoenn Sound,22,23,20,,
dngn-ice-b3f,Chingling,HG/SS,Sinnoh Sound,23,,20,,
dngn-ice-b3f,Bronzor,HG/SS,Sinnoh Sound,22,23,20,,
dngn-den,Magikarp,HG/SS,Surfing,5,20,90,,
dngn-den,Dratini,HG/SS,Surfing,5,15,10,,
dngn-den,Magikarp,HG/SS,Fishing (Old Rod),10,,100,,
dngn-den,Magikarp,HG/SS,Fishing (Good Rod),20,,90,,
dngn-den,Dratini,HG/SS,Fishing (Good Rod),20,,10,,
dngn-den,Magikarp,HG/SS,Fishing (Super Rod),40,,60,,
dngn-den,Dratini,HG/SS,Fishing (Super Rod),40,,30,,
dngn-den,Dragonair,HG/SS,Fishing (Super Rod),40,,10,,
dngn-den,Dratini,HG/SS,Gift,15,,,,
dngn-fall-main,Raticate,HG/SS,Cave,22,,30,,
dngn-fall-main,Zubat,HG/SS,Cave,22,,30,,
dngn-fall-main,Golbat,HG/SS,Cave,22,,20,,
dngn-fall-main,Slowpoke,HG/SS,Cave,21,23,15,,
dngn-fall-main,Rattata,HG/SS,Cave,20,,5,,
dngn-fall-main,Goldeen,HG/SS,Surfing,20,,60,,
dngn-fall-main,Slowpoke,HG/SS,Surfing,20,,30,,
dngn-fall-main,Seaking,HG/SS,Surfing,20,,10,,
dngn-fall-main,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-fall-main,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-fall-main,Magikarp,HG/SS,Fishing (Good Rod),20,,60,,
dngn-fall-main,Goldeen,HG/SS,Fishing (Good Rod),20,,40,,
dngn-fall-main,Goldeen,HG/SS,Fishing (Super Rod),40,,70,,
dngn-fall-main,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-fall-main,Seaking,HG/SS,Fishing (Super Rod),40,,10,,
dngn-fall-main,Makuhita,HG/SS,Hoenn Sound,22,,20,,
dngn-fall-main,Absol,HG/SS,Hoenn Sound,22,,20,,
dngn-fall-main,Chingling,HG/SS,Sinnoh Sound,22,,20,,
dngn-fall-main,Bronzor,HG/SS,Sinnoh Sound,22,,20,,
dngn-road-1f,Golbat,HG/SS,Cave,32,,30,,
dngn-road-1f,Graveler,HG/SS,Cave,32,,30,,
dngn-road-1f,Donphan,HG,Cave,33,,20,,
dngn-road-1f,Ursaring,SS,Cave,33,,20,,
dngn-road-1f,Onix,HG/SS,Cave,34,36,15,,
dngn-road-1f,Rhyhorn,HG/SS,Cave,35,,5,,
dngn-road-1f,Geodude,HG/SS,Rock Smash,24,32,80,,
dngn-road-1f,Graveler,HG/SS,Rock Smash,30,33,20,,
dngn-road-1f,Makuhita,HG/SS,Hoenn Sound,33,,20,,
dngn-road-1f,Absol,HG/SS,Hoenn Sound,32,,20,,
dngn-road-1f,Chingling,HG/SS,Sinnoh Sound,33,,20,,
dngn-road-1f,Bronzor,HG/SS,Sinnoh Sound,32,,20,,
dngn-road-2f,Golbat,HG/SS,Cave,32,,30,,
dngn-road-2f,Graveler,HG/SS,Cave,32,,30,,
dngn-road-2f,Donphan,HG,Cave,33,,20,,
dngn-road-2f,Ursaring,SS,Cave,33,,20,,
dngn-road-2f,Onix,HG/SS,Cave,34,36,15,,
dngn-road-2f,Rhyhorn,HG/SS,Cave,35,,5,,
dngn-road-2f,Geodude,HG/SS,Rock Smash,24,32,80,,
dngn-road-2f,Graveler,HG/SS,Rock Smash,30,33,20,,
dngn-road-2f,Makuhita,HG/SS,Hoenn Sound,33,,20,,
dngn-road-2f,Absol,HG/SS,Hoenn Sound,32,,20,,
dngn-road-2f,Chingling,HG/SS,Sinnoh Sound,33,,20,,
dngn-road-2f,Bronzor,HG/SS,Sinnoh Sound,32,,20,,
dngn-road-3f,Golbat,HG/SS,Cave,32,,30,,
dngn-road-3f,Graveler,HG/SS,Cave,32,,30,,
dngn-road-3f,Donphan,HG,Cave,33,,20,,
dngn-road-3f,Ursaring,SS,Cave,33,,20,,
dngn-road-3f,Onix,HG/SS,Cave,34,36,15,,
dngn-road-3f,Rhyhorn,HG/SS,Cave,35,,5,,
dngn-road-3f,Geodude,HG/SS,Rock Smash,24,32,80,,
dngn-road-3f,Graveler,HG/SS,Rock Smash,30,33,20,,
dngn-road-3f,Makuhita,HG/SS,Hoenn Sound,33,,20,,
dngn-road-3f,Absol,HG/SS,Hoenn Sound,32,,20,,
dngn-road-3f,Chingling,HG/SS,Sinnoh Sound,33,,20,,
dngn-road-3f,Bronzor,HG/SS,Sinnoh Sound,32,,20,,
dngn-silv-out,Ponyta,HG/SS,Grass,42,,30,30,30
dngn-silv-out,Rapidash,HG/SS,Grass,44,,10,10,10
dngn-silv-out,Doduo,HG/SS,Grass,41,,5,5,0
dngn-silv-out,Dodrio,HG/SS,Grass,43,,5,5,0
dngn-silv-out,Tangela,HG/SS,Grass,41,,30,30,30
dngn-silv-out,Sneasel,HG/SS,Grass,41,43,0,0,10
dngn-silv-out,Ursaring,SS,Grass,42,,20,20,20
dngn-silv-out,Donphan,HG,Grass,42,,20,20,20
dngn-silv-out,Poliwag,HG/SS,Surfing,30,40,9,,
dngn-silv-out,Poliwhirl,HG/SS,Surfing,30,48,91,,
dngn-silv-out,Poliwag,HG/SS,Fishing (Old Rod),10,,15,,
dngn-silv-out,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-silv-out,Poliwag,HG/SS,Fishing (Good Rod),20,,60,,
dngn-silv-out,Magikarp,HG/SS,Fishing (Good Rod),20,,40,,
dngn-silv-out,Poliwag,HG/SS,Fishing (Super Rod),40,,80,,
dngn-silv-out,Magikarp,HG/SS,Fishing (Super Rod),40,,20,,
dngn-silv-out,Natu,HG/SS,Headbutt (Group A),39,40,20,,
dngn-silv-out,Aipom,HG/SS,Headbutt (Group A),39,40,30,,
dngn-silv-out,Heracross,HG/SS,Headbutt (Group A),39,40,50,,
dngn-silv-out,Natu,HG/SS,Headbutt (Group B),41,43,20,,
dngn-silv-out,Aipom,HG/SS,Headbutt (Group B),41,43,30,,
dngn-silv-out,Heracross,HG/SS,Headbutt (Group B),41,43,50,,
dngn-silv-out,Linoone,HG/SS,Hoenn Sound,42,,20,,
dngn-silv-out,Whismur,HG/SS,Hoenn Sound,41,42,20,,
dngn-silv-out,Bidoof,HG/SS,Sinnoh Sound,42,,20,,
dngn-silv-out,Buizel,HG/SS,Sinnoh Sound,41,42,20,,
dngn-silv-1f,Golbat,HG/SS,Cave,45,,5,,
dngn-silv-1f,Graveler,HG/SS,Cave,41,43,20,,
dngn-silv-1f,Onix,HG/SS,Cave,42,,30,,
dngn-silv-1f,Teddiursa,SS,Cave,43,,10,,
dngn-silv-1f,Ursaring,SS,Cave,44,,30,,
dngn-silv-1f,Phanpy,HG,Cave,43,,10,,
dngn-silv-1f,Donphan,HG,Cave,44,,30,,
dngn-silv-1f,Larvitar,HG/SS,Cave,15,20,5,,
dngn-silv-1f,Makuhita,HG/SS,Hoenn Sound,43,,20,,
dngn-silv-1f,Absol,HG/SS,Hoenn Sound,42,44,20,,
dngn-silv-1f,Chingling,HG/SS,Sinnoh Sound,43,,20,,
dngn-silv-1f,Bronzor,HG/SS,Sinnoh Sound,42,44,20,,
dngn-silv-1f,Goldeen,HG/SS,Surfing,30,40,9,,
dngn-silv-1f,Seaking,HG/SS,Surfing,30,50,91,,
dngn-silv-1f,Goldeen,HG/SS,Fishing (Old Rod),10,,15,,
dngn-silv-1f,Magikarp,HG/SS,Fishing (Old Rod),10,,85,,
dngn-silv-1f,Goldeen,HG/SS,Fishing (Good Rod),20,,30,30,30
dngn-silv-1f,Seaking,HG/SS,Fishing (Good Rod),20,,20,20,20
dngn-silv-1f,Magikarp,HG/SS,Fishing (Good Rod),20,,50,50,40
dngn-silv-1f,Gyarados,HG/SS,Fishing (Good Rod),20,,0,0,10
dngn-silv-1f,Seaking,HG/SS,Fishing (Super Rod),40,,50,50,20
dngn-silv-1f,Gyarados,HG/SS,Fishing (Super Rod),40,,50,50,80
dngn-silv-1fr,Golbat,HG/SS,Cave,48,,5,5,5
dngn-silv-1fr,Golduck,HG/SS,Cave,48,,20,20,20
dngn-silv-1fr,Quagsire,HG/SS,Cave,45,,35,35,5
dngn-silv-1fr,Misdreavus,HG/SS,Cave,45,,0,0,30
dngn-silv-1fr,Teddiursa,SS,Cave,46,,10,10,10
dngn-silv-1fr,Ursaring,SS,Cave,47,48,20,20,20
dngn-silv-1fr,Phanpy,HG,Cave,46,,10,10,10
dngn-silv-1fr,Donphan,HG,Cave,47,48,20,20,20
dngn-silv-1fr,Larvitar,HG/SS,Cave,15,20,5,5,5
dngn-silv-1fr,Pupitar,HG,Cave,45,,5,5,5
dngn-silv-1fr,Pupitar,SS,Cave,30,,5,5,5
dngn-silv-1fr,Makuhita,HG/SS,Hoenn Sound,48,50,20,,
dngn-silv-1fr,Absol,HG/SS,Hoenn Sound,46,48,20,,
dngn-silv-1fr,Chingling,HG/SS,Sinnoh Sound,48,50,20,,
dngn-silv-1fr,Bronzor,HG/SS,Sinnoh Sound,46,48,20,,
dngn-silv-1ff,Golbat,HG/SS,Cave,48,,5,5,5
dngn-silv-1ff,Golduck,HG/SS,Cave,48,,10,10,10
dngn-silv-1ff,Quagsire,HG/SS,Cave,45,,40,40,30
dngn-silv-1ff,Misdreavus,HG/SS,Cave,45,,0,0,10
dngn-silv-1ff,Steelix,HG/SS,Cave,48,,20,20,20
dngn-silv-1ff,Ursaring,SS,Cave,47,48,20,20,20
dngn-silv-1ff,Donphan,HG,Cave,47,48,20,20,20
dngn-silv-1ff,Larvitar,HG/SS,Cave,15,20,5,5,5
dngn-silv-1ff,Makuhita,HG/SS,Hoenn Sound,47,48,20,,
dngn-silv-1ff,Absol,HG/SS,Hoenn Sound,45,48,20,,
dngn-silv-1ff,Chingling,HG/SS,Sinnoh Sound,47,48,20,,
dngn-silv-1ff,Bronzor,HG/SS,Sinnoh Sound,45,48,20,,
dngn-silv-1ff,Moltres,HG/SS,sp,50,,,,
dngn-silv-mou,Golbat,HG/SS,Grass,48,51,40,,
dngn-silv-mou,Golduck,HG/SS,Grass,51,,5,,
dngn-silv-mou,Onix,HG/SS,Grass,48,,30,,
dngn-silv-mou,Teddiursa,SS,Grass,48,,10,,
dngn-silv-mou,Ursaring,SS,Grass,50,,10,,
dngn-silv-mou,Phanpy,HG,Grass,48,,10,,
dngn-silv-mou,Donphan,HG,Grass,50,,10,,
dngn-silv-mou,Larvitar,HG/SS,Grass,15,20,5,,
dngn-silv-mou,Makuhita,HG/SS,Hoenn Sound,48,,20,,
dngn-silv-mou,Absol,HG/SS,Hoenn Sound,48,51,20,,
dngn-silv-mou,Chingling,HG/SS,Sinnoh Sound,48,,20,,
dngn-silv-mou,Bronzor,HG/SS,Sinnoh Sound,48,51,20,,
dngn-silv-mou,Natu,HG/SS,Headbutt (Group A),42,44,20,,
dngn-silv-mou,Aipom,HG/SS,Headbutt (Group A),42,44,30,,
dngn-silv-mou,Heracross,HG/SS,Headbutt (Group A),42,44,50,,
dngn-silv-mou,Natu,HG/SS,Headbutt (Group B),45,48,20,,
dngn-silv-mou,Aipom,HG/SS,Headbutt (Group B),45,48,30,,
dngn-silv-mou,Heracross,HG/SS,Headbutt (Group B),45,48,50,,
dngn-silv-2f,Golbat,HG/SS,Cave,48,,5,5,5
dngn-silv-2f,Golduck,HG/SS,Cave,48,,10,10,10
dngn-silv-2f,Quagsire,HG/SS,Cave,45,,30,30,20
dngn-silv-2f,Misdreavus,HG/SS,Cave,45,,0,0,10
dngn-silv-2f,Sneasel,HG/SS,Cave,48,,20,20,20
dngn-silv-2f,Teddiursa,SS,Cave,46,,10,10,10
dngn-silv-2f,Ursaring,SS,Cave,48,50,20,20,20
dngn-silv-2f,Phanpy,HG,Cave,46,,10,10,10
dngn-silv-2f,Donphan,HG,Cave,48,50,20,20,20
dngn-silv-2f,Larvitar,HG/SS,Cave,15,20,5,5,5
dngn-silv-2f,Makuhita,HG/SS,Hoenn Sound,48,50,20,,
dngn-silv-2f,Absol,HG/SS,Hoenn Sound,46,48,20,,
dngn-silv-2f,Chingling,HG/SS,Sinnoh Sound,48,50,20,,
dngn-silv-2f,Bronzor,HG/SS,Sinnoh Sound,46,48,20,,
dngn-silv-sno,Golbat,HG/SS,Grass,48,,5,5,5
dngn-silv-sno,Golduck,HG/SS,Grass,48,,30,30,20
dngn-silv-sno,Quagsire,HG/SS,Grass,45,,15,15,10
dngn-silv-sno,Misdreavus,HG/SS,Grass,45,48,0,0,15
dngn-silv-sno,Sneasel,HG/SS,Grass,45,,20,20,20
dngn-silv-sno,Ursaring,SS,Grass,47,,20,20,20
dngn-silv-sno,Donphan,HG,Grass,47,,20,20,20
dngn-silv-sno,Larvitar,HG/SS,Grass,15,30,10,10,10
dngn-silv-sno,Makuhita,HG/SS,Hoenn Sound,47,,20,,
dngn-silv-sno,Absol,HG/SS,Hoenn Sound,45,48,20,,
dngn-silv-sno,Chingling,HG/SS,Sinnoh Sound,47,,20,,
dngn-silv-sno,Bronzor,HG/SS,Sinnoh Sound,45,48,20,,
dngn-silv-3f,Golbat,HG/SS,Cave,48,,5,5,5
dngn-silv-3f,Golduck,HG/SS,Cave,48,,30,30,30
dngn-silv-3f,Quagsire,HG/SS,Cave,45,,20,20,10
dngn-silv-3f,Misdreavus,HG/SS,Cave,45,,0,0,10
dngn-silv-3f,Sneasel,HG/SS,Cave,50,,20,20,20
dngn-silv-3f,Ursaring,SS,Cave,47,,20,20,20
dngn-silv-3f,Donphan,HG,Cave,47,,20,20,20
dngn-silv-3f,Larvitar,HG/SS,Cave,15,20,5,5,5
dngn-silv-3f,Makuhita,HG/SS,Hoenn Sound,47,,20,,
dngn-silv-3f,Absol,HG/SS,Hoenn Sound,45,48,20,,
dngn-silv-3f,Chingling,HG/SS,Sinnoh Sound,47,,20,,
dngn-silv-3f,Bronzor,HG/SS,Sinnoh Sound,45,48,20,,
dngn-viri,Caterpie,HG,Grass,3,,40,40,0
dngn-viri,Weedle,SS,Grass,3,,40,40,0
dngn-viri,Metapod,HG,Grass,3,5,30,30,0
dngn-viri,Kakuna,SS,Grass,3,5,30,30,0
dngn-viri,Pidgey,HG/SS,Grass,3,7,10,15,0
dngn-viri,Butterfree,HG,Grass,7,,10,0,0
dngn-viri,Beedrill,SS,Grass,7,,10,0,0
dngn-viri,Pikachu,HG/SS,Grass,4,7,6,6,5
dngn-viri,Pidgeotto,HG/SS,Grass,7,,4,9,0
dngn-viri,Hoothoot,HG/SS,Grass,3,5,0,0,80
dngn-viri,Noctowl,HG/SS,Grass,7,,0,0,15
dngn-viri,Hoothoot,HG/SS,Headbutt (Group A),3,4,50,,
dngn-viri,Ledyba,SS,Headbutt (Group A),3,4,10,,
dngn-viri,Spinarak,HG,Headbutt (Group A),3,4,10,,
dngn-viri,Seedot,HG,Headbutt (Group A),3,4,30,,
dngn-viri,Seedot,SS,Headbutt (Group A),3,4,10,,
dngn-viri,Shroomish,HG,Headbutt (Group A),3,4,10,,
dngn-viri,Shroomish,SS,Headbutt (Group A),3,4,30,,
dngn-viri,Hoothoot,HG/SS,Headbutt (Group B),5,7,50,,
dngn-viri,Ledian,SS,Headbutt (Group B),5,7,10,,
dngn-viri,Ariados,HG,Headbutt (Group B),5,7,10,,
dngn-viri,Seedot,HG,Headbutt (Group B),5,7,30,,
dngn-viri,Seedot,SS,Headbutt (Group B),5,7,10,,
dngn-viri,Shroomish,HG,Headbutt (Group B),5,7,10,,
dngn-viri,Shroomish,SS,Headbutt (Group B),5,7,30,,
dngn-viri,Kricketot,HG/SS,Swarm,3,5,40,,
dngn-viri,Numel,HG/SS,Hoenn Sound,5,,20,,
dngn-viri,Spoink,HG/SS,Hoenn Sound,3,,20,,
dngn-viri,Budew,HG/SS,Sinnoh Sound,3,,20,,
dngn-viri,Carnivine,HG/SS,Sinnoh Sound,5,,20,,
dngn-dig,Diglett,HG/SS,Cave,13,19,90,,
dngn-dig,Dugtrio,HG/SS,Cave,19,29,10,,
dngn-dig,Makuhita,HG/SS,Hoenn Sound,19,,20,,
dngn-dig,Absol,HG/SS,Hoenn Sound,15,17,20,,
dngn-dig,Chingling,HG/SS,Sinnoh Sound,19,,20,,
dngn-dig,Bronzor,HG/SS,Sinnoh Sound,15,17,20,,
dngn-moon-1f,Zubat,HG,Cave,6,,30,,
dngn-moon-1f,Zubat,SS,Cave,6,8,50,,
dngn-moon-1f,Geodude,HG,Cave,8,,30,,
dngn-moon-1f,Geodude,SS,Cave,6,10,35,,
dngn-moon-1f,Sandshrew,HG,Cave,8,,20,,
dngn-moon-1f,Paras,HG/SS,Cave,12,,10,,
dngn-moon-1f,Sandslash,HG,Cave,10,,5,,
dngn-moon-1f,Clefairy,HG/SS,Cave,8,,5,,
dngn-moon-1f,Makuhita,HG/SS,Hoenn Sound,8,,20,,
dngn-moon-1f,Absol,HG/SS,Hoenn Sound,6,8,20,,
dngn-moon-1f,Chingling,HG/SS,Sinnoh Sound,8,,20,,
dngn-moon-1f,Bronzor,HG/SS,Sinnoh Sound,6,8,20,,
dngn-moon-2f,Zubat,HG,Cave,6,,30,,
dngn-moon-2f,Zubat,SS,Cave,6,8,50,,
dngn-moon-2f,Geodude,HG,Cave,8,,30,,
dngn-moon-2f,Geodude,SS,Cave,6,10,35,,
dngn-moon-2f,Sandshrew,HG,Cave,8,,20,,
dngn-moon-2f,Paras,HG/SS,Cave,12,,10,,
dngn-moon-2f,Sandslash,HG,Cave,10,,5,,
dngn-moon-2f,Clefairy,HG/SS,Cave,8,,5,,
dngn-moon-2f,Makuhita,HG/SS,Hoenn Sound,8,,20,,
dngn-moon-2f,Absol,HG/SS,Hoenn Sound,6,8,20,,
dngn-moon-2f,Chingling,HG/SS,Sinnoh Sound,8,,20,,
dngn-moon-2f,Bronzor,HG/SS,Sinnoh Sound,6,8,20,,
dngn-moon-out,Poliwag,HG/SS,Surfing,35,,60,,
dngn-moon-out,Magikarp,HG/SS,Surfing,30,35,40,,
dngn-moon-out,Magikarp,HG/SS,Fishing (Old Rod),10,,100,,
dngn-moon-out,Magikarp,HG/SS,Fishing (Good Rod),20,,90,,
dngn-moon-out,Poliwag,HG/SS,Fishing (Good Rod),20,,10,,
dngn-moon-out,Poliwag,HG/SS,Fishing (Super Rod),40,,100,,
dngn-ceru-1f,Electrode,HG/SS,Cave,40,,5,5,5
dngn-ceru-1f,Wobbuffet,HG/SS,Cave,37,,5,5,5
dngn-ceru-1f,Machoke,HG/SS,Cave,39,40,24,24,6
dngn-ceru-1f,Parasect,HG/SS,Cave,38,,20,20,10
dngn-ceru-1f,Primeape,HG,Cave,38,39,14,14,4
dngn-ceru-1f,Persian,SS,Cave,38,39,14,14,4
dngn-ceru-1f,Magneton,HG/SS,Cave,39,40,11,11,10
dngn-ceru-1f,Ditto,HG/SS,Cave,39,40,11,11,10
dngn-ceru-1f,Golbat,HG/SS,Cave,38,39,10,10,50
dngn-ceru-1f,Psyduck,HG/SS,Surfing,35,40,90,90,90
dngn-ceru-1f,Golduck,HG/SS,Surfing,40,,10,10,10
dngn-ceru-1f,Magikarp,HG/SS,Fishing (Old Rod),10,,100,,
dngn-ceru-1f,Poliwag,HG/SS,Fishing (Good Rod),20,,45,,
dngn-ceru-1f,Goldeen,HG/SS,Fishing (Good Rod),20,,40,,
dngn-ceru-1f,Magikarp,HG/SS,Fishing (Good Rod),20,,15,,
dngn-ceru-1f,Poliwag,HG/SS,Fishing (Super Rod),40,,40,,
dngn-ceru-1f,Poliwhirl,HG/SS,Fishing (Super Rod),40,,30,,
dngn-ceru-1f,Gyarados,HG/SS,Fishing (Super Rod),40,,30,,
dngn-ceru-1f,Geodude,HG/SS,Rock Smash,22,24,80,,
dngn-ceru-1f,Graveler,HG/SS,Rock Smash,26,30,20,,
dngn-ceru-1f,Makuhita,HG/SS,Hoenn Sound,39,40,20,,
dngn-ceru-1f,Absol,HG/SS,Hoenn Sound,38,,20,,
dngn-ceru-1f,Chingling,HG/SS,Sinnoh Sound,39,40,20,,
dngn-ceru-1f,Bronzor,HG/SS,Sinnoh Sound,38,,20,,
dngn-ceru-2f,Golbat,HG/SS,Cave,41,42,10,10,20
dngn-ceru-2f,Parasect,HG/SS,Cave,40,,20,20,20
dngn-ceru-2f,Kadabra,HG/SS,Cave,42,,20,20,20
dngn-ceru-2f,Machoke,HG/SS,Cave,39,42,20,20,10
dngn-ceru-2f,Magneton,HG/SS,Cave,41,,10,10,10
dngn-ceru-2f,Electrode,HG/SS,Cave,41,,5,5,5
dngn-ceru-2f,Ditto,HG/SS,Cave,42,,10,10,10
dngn-ceru-2f,Wobbuffet,HG/SS,Cave,42,,5,5,5
dngn-ceru-2f,Magikarp,HG/SS,Fishing (Old Rod),10,,100,,
dngn-ceru-2f,Poliwag,HG/SS,Fishing (Good Rod),20,,45,,
dngn-ceru-2f,Goldeen,HG/SS,Fishing (Good Rod),20,,40,,
dngn-ceru-2f,Magikarp,HG/SS,Fishing (Good Rod),20,,15,,
dngn-ceru-2f,Poliwag,HG/SS,Fishing (Super Rod),40,,40,,
dngn-ceru-2f,Poliwhirl,HG/SS,Fishing (Super Rod),40,,30,,
dngn-ceru-2f,Gyarados,HG/SS,Fishing (Super Rod),40,,30,,
dngn-ceru-2f,Makuhita,HG/SS,Hoenn Sound,41,42,20,,
dngn-ceru-2f,Absol,HG/SS,Hoenn Sound,39,41,20,,
dngn-ceru-2f,Chingling,HG/SS,Sinnoh Sound,41,42,20,,
dngn-ceru-2f,Bronzor,HG/SS,Sinnoh Sound,39,41,20,,
dngn-ceru-b1f,Parasect,HG/SS,Cave,45,47,25,,
dngn-ceru-b1f,Kadabra,HG/SS,Cave,46,,20,,
dngn-ceru-b1f,Magneton,HG/SS,Cave,45,47,15,,
dngn-ceru-b1f,Golbat,HG/SS,Cave,47,,10,,
dngn-ceru-b1f,Machoke,HG/SS,Cave,45,,10,,
dngn-ceru-b1f,Ditto,HG/SS,Cave,45,,10,,
dngn-ceru-b1f,Electrode,HG/SS,Cave,46,,5,,
dngn-ceru-b1f,Wobbuffet,HG/SS,Cave,49,,5,,
dngn-ceru-b1f,Psyduck,HG/SS,Surfing,35,40,90,,
dngn-ceru-b1f,Golduck,HG/SS,Surfing,40,,10,,
dngn-ceru-b1f,Magikarp,HG/SS,Fishing (Old Rod),10,,100,,
dngn-ceru-b1f,Poliwag,HG/SS,Fishing (Good Rod),20,,45,,
dngn-ceru-b1f,Goldeen,HG/SS,Fishing (Good Rod),20,,40,,
dngn-ceru-b1f,Magikarp,HG/SS,Fishing (Good Rod),20,,15,,
dngn-ceru-b1f,Poliwag,HG/SS,Fishing (Super Rod),40,,40,,
dngn-ceru-b1f,Poliwhirl,HG/SS,Fishing (Super Rod),40,,30,,
dngn-ceru-b1f,Gyarados,HG/SS,Fishing (Super Rod),40,,30,,
dngn-ceru-b1f,Geodude,HG/SS,Rock Smash,22,24,80,,
dngn-ceru-b1f,Graveler,HG/SS,Rock Smash,26,30,20,,
dngn-ceru-b1f,Makuhita,HG/SS,Hoenn Sound,45,,20,,
dngn-ceru-b1f,Absol,HG/SS,Hoenn Sound,45,47,20,,
dngn-ceru-b1f,Chingling,HG/SS,Sinnoh Sound,45,,20,,
dngn-ceru-b1f,Bronzor,HG/SS,Sinnoh Sound,45,47,20,,
dngn-rock-1f,Cubone,HG/SS,Cave,10,13,35,,
dngn-rock-1f,Geodude,HG/SS,Cave,10,,30,,
dngn-rock-1f,Machop,HG/SS,Cave,12,,20,,
dngn-rock-1f,Zubat,HG/SS,Cave,8,,10,,
dngn-rock-1f,Machoke,HG/SS,Cave,14,,5,,
dngn-rock-1f,Makuhita,HG/SS,Hoenn Sound,12,,20,,
dngn-rock-1f,Absol,HG/SS,Hoenn Sound,10,,20,,
dngn-rock-1f,Chingling,HG/SS,Sinnoh Sound,12,,20,,
dngn-rock-1f,Bronzor,HG/SS,Sinnoh Sound,10,,20,,
dngn-rock-b1f,Geodude,HG/SS,Cave,12,,30,,
dngn-rock-b1f,Cubone,HG/SS,Cave,12,,30,,
dngn-rock-b1f,Onix,HG/SS,Cave,16,,20,,
dngn-rock-b1f,Zubat,HG/SS,Cave,10,,10,,
dngn-rock-b1f,Marowak,HG/SS,Cave,14,,5,,
