item_code,item_img,item_name_en,item_name_ja,item_desc_en,item_desc_ja,item_price_buy_ye,item_price_sel_ye,item_price_buy_bp,item_price_buy_cn,item_price_buy_ap,item_flin,item_type_code,item_pkt_code,item_cat_code
vs.recorder,vs-recorder,Vs. Recorder,バトルレコーダー,An amazing device that can record a battle either between friends or at a special battle facility.,ともだち との しょうぶや とくしゅな しせつでの しょうぶを きろくできる かっこいい きかい。,null,null,null,null,null,null,item,ip-key,ic-key
gracidea,gracidea,Gracidea,グラシデアのはな,A flower sometimes bundled in bouquets to convey gratitude on special occasions like birthdays.,たんじょうびや きねんび などに かんしゃの きもちを つたえるため ブーケにして おくることが ある。,null,null,null,null,null,null,item,ip-key,ic-key
secretkey,secret-key,Secret Key,ひみつのカギ,A high-tech key that has to be used at a specific location. It emits a special electric signal to open a door.,きまった ばしょで つかうことで とくしゅな でんきしんごうを だして とびらを あける ハイテクな カギ。,null,null,null,null,null,null,item,ip-key,ic-key
apricornbox,apricorn-box,Apricorn Box,ぼんぐりケース,A handy box where you can store up to 99 Apricorns of each kind.,ぼんぐり それぞれ 99こずつ ほぞんできる べんりな いれもの。,null,null,null,null,null,null,item,ip-key,ic-key
unownreport,unown-report,Unown Report,アンノーンノート,A report of all the discovered kinds of UNOWN.,みつけた アンノーンの ようすが きろく されている ノート。,null,null,null,null,null,null,item,ip-key,ic-key
berrypots,berry-pots,Berry Pots,きのみプランター,Handy containers for cultivating Berries wherever you go.,いつでも てがるに きのみを そだてられる けいたいしきの さいばい ようき。,null,null,null,null,null,null,item,ip-key,ic-key
dowsingmchn,dowsing-machine,Dowsing MCHN,ダウジングマシン,It checks for unseen items in the area and makes noise and lights when it finds something.,みえない どうぐに はんのうして おとと ひかりで おしえてくれる さいしんの きかい。,null,null,null,null,null,null,item,ip-key,ic-key
bluecard,blue-card,Blue Card,ブルーカード,A card to save points for the Buena's Password show.,「アオイのあいことば」 ばんぐみの ポイントを ためる カード。,null,null,null,null,null,null,item,ip-key,ic-key
slowpoketail,slowpoke-tail,SlowpokeTail,おいしいシッポ,A very tasty tail of something. It sells for a high price.,とても おいしい なにかの しっぽ。 ショップで たかく うれる。,null,null,null,null,null,null,item,ip-key,ic-key
clearbell,clear-bell,Clear Bell,とうめいなスズ,A very old-fashioned bell that makes a gentle ringing.,こころ やすまる ねいろが きける とても ふるめかしい スズ。,null,null,null,null,null,null,item,ip-key,ic-key
cardkey,card-key,Card Key,カードキー,A card key that opens a shutter in the Radio Tower.,ラジオとうの シャッターを あける カードしきの カギ。,null,null,null,null,null,null,item,ip-key,ic-key
basementkey,basement-key,Basement Key,ちかのかぎ,A key that opens a door in the Goldenrod Tunnel.,コガネちかつうろに ある とびらを あける カギ。,null,null,null,null,null,null,item,ip-key,ic-key
squirtbottle,squirt-bottle,SquirtBottle,ゼニガメじょうろ,A bottle used for watering plants in the Berry Pots.,みずを あげるための どうぐ。 きのみプランターに うえた きのみを すくすく そだてる。,null,null,null,null,null,null,item,ip-key,ic-key
redscale,red-scale,Red Scale,あかいウロコ,A scale from the red GYARADOS. It glows red like a flame.,いかりのみずうみに あらわれた あかい ギャラドスの ウロコ。 ほのおのように あかく かがやく。,null,null,null,null,null,null,item,ip-key,ic-key
lostitem,lost-item,Lost Item,おとしもの,The Poké Doll lost by the Copycat.,モノマネむすめが なくした ピッピの にんぎょう。,null,null,null,null,null,null,item,ip-key,ic-key
pass,pass,Pass,リニアパス,A ticket required for riding the Magnet Train. It allows you to ride whenever and however much you'd like.,リニアモーターカーに のるときに ひつような チケット。 いつでも のりほうだい。,null,null,null,null,null,null,item,ip-key,ic-key
machinepart,machine-part,Machine Part,きかいのぶひん,An important machine part for the Power Plant that was stolen.,はつでんしょから ぬすまれた はつでんきの たいせつな ぶひん。,null,null,null,null,null,null,item,ip-key,ic-key
silverwing,silver-wing,Silver Wing,ぎんいろのはね,"A strange, silvery feather that sparkles.",うずまきじまの最深部に入れるようになり、ルギアと戦える。,null,null,null,null,null,null,item,ip-key,ic-key
rainbowwing,rainbow-wing,Rainbow Wing,にじいろのはね,"A mystical, rainbow feather that sparkles.",にじいろに ひかり かがやく ふしぎな はね。,null,null,null,null,null,null,item,ip-key,ic-key
mysteryegg,mystery-egg,Mystery Egg,ふしぎなタマゴ,A mysterious Egg obtained from Mr. Pokémon. What's in the Egg is unknown.,ポケモンじいさんから あずかった ふしぎな もようの タマゴ。 なんの タマゴか わからない。,null,null,null,null,null,null,item,ip-key,ic-key
redapricorn,red-apricorn,Red Apricorn,あかぼんぐり,A red Apricorn. It assails your nostrils.,あかいろの　ぼんぐり　つーんと　はなにくる　かおりがする。,null,100,null,null,200,10,item,ip-item,ic-apri
ylwapricorn,yellow-apricorn,Ylw Apricorn,きぼんぐり,A yellow Apricorn. It has an invigorating scent.,きいろの　ぼんぐり　さわやかな　かおりがする。,null,100,null,null,200,10,item,ip-item,ic-apri
bluapricorn,blue-apricorn,Blu Apricorn,あおぼんぐり,A blue Apricorn. It smells a bit like grass.,あおいろの　ぼんぐり　すこし　あおくさい　かおりがする。,null,100,null,null,200,10,item,ip-item,ic-apri
grnapricorn,green-apricorn,Grn Apricorn,みどぼんぐり,"A green Apricorn. It has a mysterious, aromatic scent.",みどりいろの ぼんぐり ふしぎと こうばしい かおりがする。,null,100,null,null,200,10,item,ip-item,ic-apri
pnkapricorn,pink-apricorn,Pnk Apricorn,ももぼんぐり,"A pink Apricorn. It has a nice, sweet scent.",ももいろの ぼんぐり あまそうな いい かおりがする。,null,100,null,null,200,10,item,ip-item,ic-apri
whtapricorn,white-apricorn,Wht Apricorn,しろぼんぐり,A white Apricorn. It doesn't smell like anything.,しろいろの ぼんぐり なんの かおりも しない。,null,100,null,null,200,10,item,ip-item,ic-apri
blkapricorn,black-apricorn,Blk Apricorn,くろぼんぐり,A black Apricorn It has an indescribable scent.,くろいろの ぼんぐり なんとも いえない かおりがする。,null,100,null,null,200,10,item,ip-item,ic-apri
photoalbum,photo-album,Photo Album,フォトアルバム,A nice photo album for storing all the photos taken along your adventure.,ぼうけんちゅうに さつえいした きねんしゃしんを かざる アルバム。,null,null,null,null,null,null,item,ip-key,ic-key
gbsounds,gb-sounds,GB Sounds,GBプレイヤー,A music player that allows you to listen to nostalgic songs. It's operated with a single switch.,なつかしい きょくが きける おんがく プレイヤー。スイッチ ひとつで きりかえられる。,null,null,null,null,null,null,item,ip-key,ic-key
tidalbell,tidal-bell,Tidal Bell,うみなりのスズ,"An old-fashioned bell with a gentle, soothing sound.",うずまきじまの最奥で、まいこはんにルギアを召喚してもらえる。,null,null,null,null,null,null,item,ip-key,ic-key
ragecandybar,rage-candy-bar,RageCandyBar,いかりまんじゅう,A famous candy in Mahogany Town. Many tourists like to buy them to take home.,チョウジめいぶつの まんじゅう。 おみやげひん として ゆうめい。,null,null,null,null,null,null,item,ip-key,ic-key
datacard1,data-card-01,Data Card 01,データカード01,This Data Card is to be used in conjunction with the Pokéathlon computers and will tell you how many times you have come in first in the Pokéathlon events.,ポケスロンの きろくが はいっている。 ゆうしょう かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard2,data-card-02,Data Card 02,データカード02,It holds Pokéathlon records. It's a card that shows how many losses you've had.,ポケスロンの きろくが はいっている。 ビリになった かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard3,data-card-03,Data Card 03,データカード03,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have dashed.,ポケスロンの きろくが はいっている。 ポケモンの ダッシュした かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard4,data-card-04,Data Card 04,データカード04,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have jumped.,ポケスロンの きろくが はいっている。 ポケモンの ジャンプした かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard5,data-card-05,Data Card 05,データカード05,It holds Pokéathlon records. It's a card that shows how many times you've won the Hurdle Dash.,ポケスロンの きろくが はいっている。 ダッシュハードル 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard6,data-card-06,Data Card 06,データカード06,It holds Pokéathlon records. It's a card that shows how many times you've won the Relay Run.,ポケスロンの きろくが はいっている。 チェンジリレー 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard7,data-card-07,Data Card 07,データカード07,It holds Pokéathlon records. It's a card that shows how many times you've won Pennant Capture.,ポケスロンの きろくが はいっている。 スティールフラッグ 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard8,data-card-08,Data Card 08,データカード08,It holds Pokéathlon records. It's a card that shows how many times you've won Block Smash.,ポケスロンの きろくが はいっている。 ブレイクブロック 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard9,data-card-09,Data Card 09,データカード09,It holds Pokéathlon records. It's a card that shows how many times you've won Disc Catch.,ポケスロンの きろくが はいっている。 キャッチソーサー 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard10,data-card-10,Data Card 10,データカード10,It holds Pokéathlon records. It's a card that shows how many times you've won Snow Throw.,ポケスロンの きろくが はいっている。 シューティングスノー 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard11,data-card-11,Data Card 11,データカード11,It holds Pokéathlon records. It's a card that shows how many points your Pokémon scored.,ポケスロンの きろくが はいっている。 ポケモンの かくとく ポイントが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard12,data-card-12,Data Card 12,データカード12,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have failed.,ポケスロンの きろくが はいっている。 ポケモンの しっぱいした かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard13,data-card-13,Data Card 13,データカード13,It holds Pokéathlon records. It's a card that shows how many times your Pokémon impeded themselves.,ポケスロンの きろくが はいっている。 ポケモンの じめつした かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard14,data-card-14,Data Card 14,データカード14,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have tackled.,ポケスロンの きろくが はいっている。 ポケモンの たいあたり かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard15,data-card-15,Data Card 15,データカード15,It holds Pokéathlon records. It's a card that shows how many times your Pokémon have fallen down.,ポケスロンの きろくが はいっている。 ポケモンの おちた かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard16,data-card-16,Data Card 16,データカード16,It holds Pokéathlon records. It's a card that shows how many times you've won Ring Drop.,ポケスロンの きろくが はいっている。 リングアウトファイト 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard17,data-card-17,Data Card 17,データカード17,It holds Pokéathlon records. It's a card that shows how many times you've won Lamp Jump.,ポケスロンの きろくが はいっている。 バウンドフィールド 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard18,data-card-18,Data Card 18,データカード18,It holds Pokéathlon records. It's a card that shows how many times you've won Circle Push.,ポケスロンの きろくが はいっている。 プッシュサークル 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard19,data-card-19,Data Card 19,データカード19,It holds Pokéathlon records. It's a card that shows how many Link Pokéathlon wins you've had.,ポケスロンの きろくが はいっている。 つうしん ポケスロンの ゆうしょう かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard20,data-card-20,Data Card 20,データカード20,It holds Pokéathlon records. It's a card that shows how many Link Pokéathlon losses you've had.,ポケスロンの きろくが はいっている。 つうしん ポケスロンの ビリになった かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard21,data-card-21,Data Card 21,データカード21,It holds Pokéathlon records. It's a card that shows how many times you've won an event.,ポケスロンの きろくが はいっている。 きょうぎで 1い になった かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard22,data-card-22,Data Card 22,データカード22,It holds Pokéathlon records. It's a card that shows how many times you've lost an event.,ポケスロンの きろくが はいっている。 きょうぎで ビリになった かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard23,data-card-23,Data Card 23,データカード23,It holds Pokéathlon records. It's a card that shows how many times you've switched Pokémon.,ポケスロンの きろくが はいっている。 ポケモンの こうたい かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard24,data-card-24,Data Card 24,データカード24,It holds Pokéathlon records. It's a card that shows how many times you've won Goal Roll.,ポケスロンの きろくが はいっている。 スマッシュゴール 1い かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard25,data-card-25,Data Card 25,データカード25,It holds Pokéathlon records. It's a card that shows how many times your Pokémon won individual prizes.,ポケスロンの きろくが はいっている。 こじんしょう かくとく かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard26,data-card-26,Data Card 26,データカード26,It holds Pokéathlon records. It's a card that shows how many times you've instructed your Pokémon.,ポケスロンの きろくが はいっている。 ポケモンを タッチした かいすうが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
datacard27,data-card-27,Data Card 27,データカード27,It holds Pokéathlon records. It's a card that shows how much time you've spent in the Pokéathlon.,ポケスロンの きろくが はいっている。 ポケスロンで あそんだ じかんが きろくされた カード。,null,null,null,null,null,null,item,ip-item,ic-data
jadeorb,jade-orb,Jade Orb,もえぎいろのたま,A shiny green orb that is said to have a legend and has a deep connection with the Hoenn region.,うずもれのとうにレックウザが現れる。,null,null,null,null,null,null,item,ip-key,ic-key
lockcapsule,lock-capsule,Lock Capsule,ロックカプセル,A sturdy Capsule that can only be opened with a special key.,データなし,null,null,null,null,null,null,item,ip-key,ic-key
redorb,red-orb,Red Orb,べにいろのたま,A shiny red orb that is said to have a legend and has a deep connection with the Hoenn region.,うずもれのとうにグラードンが現れる。,null,null,null,null,null,null,item,ip-key,ic-key
blueorb,blue-orb,Blue Orb,あいいろのたま,A shiny blue orb that is said to have a legend and has a deep connection with the Hoenn region.,うずもれのとうにカイオーガが現れる。,null,null,null,null,null,null,item,ip-key,ic-key
enigmastone,enigma-stone,Enigma Stone,なぞのすいしょう,A crystal ball that was excavated from the ground. A very beautiful stone that is covered with bits of rock and earth.,じめんから ほりだされた すいしょうだま。いわと つちで おおわれているが とても きれい。,null,null,null,null,null,null,item,ip-key,ic-key
